trip_id,corporation,route_code,origin,destination,distance_km,hour_of_day,day_of_week,is_peak_hour,weather_condition,traffic_density_index,passenger_occupancy_percent,actual_delay_mins,fuel_consumed_liters
TN-MDU-201-0520,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,15,3,0,Fog,0.25,32,4.6,4.6
TN-SETC-902X-0521,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,10,2,1,Clear,0.93,100,27.3,252.6
TN-MDU-201-0522,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,15,1,0,Clear,0.38,59,10.8,5.3
TN-SLM-ERD-0523,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,18,5,1,Clear,0.73,88,27.7,36.1
TN-23C-0524,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,18,4,1,Rain,0.98,128,42.3,8.6
TN-MDU-201-0525,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,5,6,0,Fog,0.6,38,19.3,5.8
TN-MDU-KODAI-0526,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,19,0,1,Clear,0.77,105,20.2,67.0
TN-TRY-401-0527,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,23,5,0,Monsoon_Heavy,0.5,72,44.9,28.6
TN-SETC-801X-0528,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,8,3,1,Fog,0.89,100,26.8,230.2
TN-MDU-RMS-0529,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,9,6,1,Monsoon_Heavy,0.98,124,51.9,91.9
TN-11G-0530,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,21,6,0,Rain,0.68,40,30.1,8.0
TN-D70-0531,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,15,2,0,Clear,0.43,65,15.7,14.6
TN-D70-0532,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,7,3,0,Rain,0.66,58,29.6,15.7
TN-CBE-PLK-0533,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,8,3,1,Fog,0.87,91,26.7,25.7
TN-TRY-SRM-0534,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,5,6,0,Clear,0.56,69,19.5,6.8
TN-TRY-SRM-0535,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,11,5,0,Fog,0.41,51,12.6,5.1
TN-D70-0536,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,19,2,1,Monsoon_Heavy,0.98,123,55.7,17.4
TN-SLM-301-0537,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,8,0,1,Fog,0.76,106,23.0,23.4
TN-CBE-OOTY-0538,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,22,4,0,Clear,0.52,32,20.7,45.3
TN-MDU-KODAI-0539,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,8,2,1,Monsoon_Heavy,0.95,92,58.9,69.5
TN-SLM-301-0540,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,11,5,0,Clear,0.25,56,4.9,20.2
TN-SETC-108X-0541,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,8,6,1,Rain,0.92,100,45.2,81.7
TN-SLM-ERD-0542,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,5,4,0,Fog,0.22,57,11.1,30.5
TN-TRY-401-0543,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,10,5,1,Monsoon_Heavy,0.95,93,51.4,32.6
TN-SETC-801X-0544,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,15,4,0,Rain,0.49,68,31.9,205.8
TN-CBE-101-0545,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,17,2,1,Clear,0.82,93,22.8,7.0
TN-TRY-401-0546,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,14,6,0,Fog,0.45,50,16.9,28.9
TN-SETC-902X-0547,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,11,1,0,Clear,0.48,48,17.6,223.0
TN-5E-0548,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,10,4,1,Monsoon_Heavy,0.98,105,57.8,9.9
TN-TRY-SRM-0549,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,20,4,1,Monsoon_Heavy,0.98,111,57.5,7.5
TN-TRY-SRM-0550,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,14,6,0,Rain,0.66,63,29.8,6.1
TN-101A-0551,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,6,1,0,Clear,0.54,40,22.1,9.9
TN-5E-0552,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,6,5,0,Clear,0.29,64,6.0,8.4
TN-23C-0553,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,22,6,0,Clear,0.53,65,16.4,7.5
TN-CBE-OOTY-0554,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,6,3,0,Rain,0.49,73,26.5,45.0
TN-70H-0555,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,13,1,0,Monsoon_Heavy,0.79,58,53.2,9.3
TN-SETC-902X-0556,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,16,6,0,Monsoon_Heavy,0.65,68,43.3,234.0
TN-570-0557,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,14,3,0,Clear,0.64,34,17.9,20.0
TN-TRY-401-0558,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,8,3,1,Clear,0.81,120,23.7,30.6
TN-CBE-101-0559,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,5,2,0,Rain,0.62,39,28.0,7.2
TN-SETC-801X-0560,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,6,6,0,Fog,0.48,72,14.1,205.2
TN-TRY-SRM-0561,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,16,0,0,Fog,0.34,44,15.8,5.8
TN-TRY-401-0562,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,10,3,1,Monsoon_Heavy,0.98,90,54.5,33.2
TN-CBE-PLK-0563,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,15,2,0,Clear,0.3,69,10.8,23.3
TN-SETC-902X-0564,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,5,0,0,Fog,0.36,45,15.9,214.5
TN-SETC-801X-0565,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,12,0,0,Fog,0.6,54,23.2,212.9
TN-MDU-RMS-0566,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,13,4,0,Fog,0.33,63,14.3,76.0
TN-TRY-401-0567,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,19,3,1,Clear,0.78,126,22.1,30.9
TN-23C-0568,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,10,6,1,Monsoon_Heavy,0.98,125,52.0,8.7
TN-570-0569,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,18,6,1,Clear,0.75,112,25.3,21.9
TN-5E-0570,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,5,3,0,Fog,0.35,35,8.2,7.4
TN-CBE-101-0571,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,22,0,0,Monsoon_Heavy,0.77,46,48.8,6.6
TN-MDU-RMS-0572,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,18,2,1,Clear,0.8,92,25.8,87.6
TN-SETC-801X-0573,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,7,6,0,Fog,0.46,74,18.4,203.3
TN-TRY-401-0574,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,8,2,1,Fog,0.78,90,22.9,31.6
TN-MDU-RMS-0575,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,17,6,1,Fog,0.71,95,23.1,84.6
TN-MDU-RMS-0576,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,22,2,0,Fog,0.26,73,12.8,75.3
TN-SETC-902X-0577,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,16,0,0,Monsoon_Heavy,0.79,39,46.8,242.0
TN-SETC-801X-0578,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,17,4,1,Monsoon_Heavy,0.98,100,53.3,235.8
TN-MDU-201-0579,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,11,3,0,Fog,0.58,39,15.8,5.3
TN-CBE-101-0580,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,11,0,0,Clear,0.5,66,19.7,6.8
TN-TRY-SRM-0581,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,19,5,1,Monsoon_Heavy,0.92,127,50.2,6.0
TN-SETC-108X-0582,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,20,2,1,Clear,0.73,100,21.0,77.8
TN-21G-0583,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,11,2,0,Rain,0.5,69,29.9,10.1
TN-5E-0584,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,23,4,0,Clear,0.56,57,15.3,8.2
TN-D70-0585,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,18,2,1,Clear,0.73,106,26.8,16.0
TN-MDU-201-0586,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,14,3,0,Monsoon_Heavy,0.45,71,41.0,6.1
TN-5E-0587,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,22,1,0,Clear,0.53,70,13.6,7.7
TN-70H-0588,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,21,5,0,Clear,0.57,67,17.7,8.3
TN-101A-0589,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,22,2,0,Monsoon_Heavy,0.8,64,50.2,10.8
TN-MDU-201-0590,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,17,1,1,Monsoon_Heavy,0.98,103,52.6,6.4
TN-21G-0591,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,17,2,1,Monsoon_Heavy,0.9,100,56.6,11.4
TN-SETC-801X-0592,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,10,6,1,Monsoon_Heavy,0.94,95,51.8,233.7
TN-5E-0593,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,20,2,1,Clear,0.76,116,21.9,8.6
TN-D70-0594,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,6,5,0,Clear,0.43,53,13.4,15.4
TN-101A-0595,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,6,5,0,Clear,0.25,63,10.2,8.4
TN-CBE-101-0596,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,23,4,0,Monsoon_Heavy,0.48,71,39.8,6.3
TN-21G-0597,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,21,2,0,Rain,0.74,44,35.8,10.2
TN-MDU-201-0598,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,20,6,1,Rain,0.98,85,42.9,5.8
TN-11G-0599,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,12,0,0,Monsoon_Heavy,0.69,43,44.1,7.5
TN-SETC-801X-0600,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,8,5,1,Clear,0.81,100,27.8,224.9
TN-SLM-ERD-0601,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,20,1,1,Monsoon_Heavy,0.94,111,50.4,36.8
TN-SETC-108X-0602,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,23,1,0,Clear,0.48,32,19.4,72.2
TN-11G-0603,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,13,1,0,Monsoon_Heavy,0.83,68,55.6,8.6
TN-CBE-OOTY-0604,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,7,1,0,Rain,0.57,60,33.9,45.4
TN-MDU-KODAI-0605,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,9,6,1,Monsoon_Heavy,0.98,96,57.0,70.2
TN-11G-0606,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,15,3,0,Monsoon_Heavy,0.67,44,45.5,7.4
TN-70H-0607,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,11,4,0,Monsoon_Heavy,0.71,39,48.7,7.9
TN-SETC-801X-0608,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,6,6,0,Monsoon_Heavy,0.63,37,41.7,214.2
TN-SETC-801X-0609,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,22,6,0,Clear,0.6,73,20.8,212.1
TN-MDU-201-0610,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,6,5,0,Monsoon_Heavy,0.59,60,46.8,5.6
TN-SETC-108X-0611,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,23,0,0,Rain,0.36,60,26.7,70.9
TN-21G-0612,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,14,4,0,Monsoon_Heavy,0.58,42,39.4,10.4
TN-70H-0613,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,23,4,0,Clear,0.43,54,15.8,8.1
TN-CBE-PLK-0614,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,18,2,1,Clear,0.74,126,24.5,25.1
TN-TRY-SRM-0615,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,18,4,1,Clear,0.86,128,26.4,6.1
TN-TRY-SRM-0616,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,22,3,0,Clear,0.37,65,12.5,6.6
TN-SETC-108X-0617,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,16,6,0,Fog,0.38,38,16.1,70.9
TN-D70-0618,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,19,6,1,Fog,0.95,91,27.4,16.8
TN-CBE-PLK-0619,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,22,4,0,Fog,0.51,33,13.7,24.7
TN-70H-0620,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,7,6,0,Clear,0.41,68,13.2,7.0
TN-D70-0621,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,16,0,0,Monsoon_Heavy,0.42,54,43.0,14.5
TN-SETC-902X-0622,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,21,2,0,Fog,0.63,33,24.4,232.8
TN-SETC-902X-0623,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,20,3,1,Clear,0.75,100,27.9,240.3
TN-570-0624,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,6,6,0,Monsoon_Heavy,0.63,74,43.0,19.9
TN-101A-0625,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,16,1,0,Fog,0.2,40,3.8,8.3
TN-MDU-RMS-0626,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,16,5,0,Rain,0.48,42,28.1,80.2
TN-21G-0627,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,7,4,0,Clear,0.53,65,21.1,9.6
TN-CBE-101-0628,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,12,4,0,Clear,0.4,55,14.2,5.6
TN-MDU-KODAI-0629,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,21,0,0,Monsoon_Heavy,0.43,48,38.0,59.5
TN-TRY-401-0630,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,13,4,0,Monsoon_Heavy,0.51,58,46.0,28.7
TN-D70-0631,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,15,6,0,Rain,0.61,67,35.1,15.5
TN-CBE-101-0632,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,7,3,0,Fog,0.55,44,19.6,5.9
TN-CBE-PLK-0633,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,18,2,1,Monsoon_Heavy,0.98,101,53.6,26.5
TN-CBE-PLK-0634,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,7,4,0,Clear,0.41,52,11.3,23.3
TN-11G-0635,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,11,3,0,Fog,0.29,45,13.6,6.7
TN-570-0636,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,12,6,0,Monsoon_Heavy,0.56,36,39.9,19.4
TN-SLM-ERD-0637,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,5,6,0,Monsoon_Heavy,0.83,60,50.2,36.2
TN-SETC-108X-0638,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,13,3,0,Clear,0.64,62,18.7,75.8
TN-SETC-108X-0639,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,9,0,1,Monsoon_Heavy,0.98,100,59.9,82.8
TN-MDU-201-0640,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,17,6,1,Fog,0.9,114,32.8,6.6
TN-SLM-301-0641,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,15,5,0,Clear,0.21,43,6.7,19.0
TN-MDU-201-0642,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,13,1,0,Monsoon_Heavy,0.52,47,41.8,5.9
TN-MDU-201-0643,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,10,3,1,Rain,0.85,108,37.8,6.0
TN-SLM-301-0644,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,10,4,1,Clear,0.95,128,27.6,23.7
TN-CBE-101-0645,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,12,4,0,Rain,0.69,42,31.0,7.3
TN-5E-0646,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,20,6,1,Clear,0.75,116,20.7,9.6
TN-SETC-902X-0647,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,21,4,0,Fog,0.34,61,9.9,213.1
TN-SETC-108X-0648,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,6,3,0,Clear,0.51,33,14.2,73.0
TN-SETC-902X-0649,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,8,3,1,Fog,0.79,100,23.9,243.0
TN-CBE-101-0650,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,16,0,0,Rain,0.35,73,28.2,5.5
TN-SETC-108X-0651,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,22,1,0,Clear,0.36,73,12.4,70.6
TN-SLM-301-0652,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,7,3,0,Monsoon_Heavy,0.53,70,46.5,22.3
TN-SETC-902X-0653,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,15,3,0,Fog,0.48,55,19.0,221.5
TN-11G-0654,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,15,1,0,Clear,0.34,48,13.6,7.5
TN-MDU-RMS-0655,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,13,3,0,Clear,0.54,63,21.9,81.1
TN-11G-0656,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,5,1,0,Fog,0.31,46,14.8,7.6
TN-21G-0657,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,11,1,0,Rain,0.35,34,27.9,9.3
TN-101A-0658,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,5,6,0,Rain,0.54,35,26.1,9.8
TN-21G-0659,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,17,2,1,Clear,0.76,103,23.8,9.8
TN-TRY-401-0660,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,10,0,1,Clear,0.87,105,30.9,31.6
TN-TRY-SRM-0661,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,13,4,0,Rain,0.36,74,24.7,5.9
TN-SLM-301-0662,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,23,3,0,Monsoon_Heavy,0.69,64,45.5,22.4
TN-TRY-SRM-0663,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,12,6,0,Clear,0.4,53,12.7,5.2
TN-70H-0664,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,5,4,0,Clear,0.35,60,12.3,8.0
TN-SLM-ERD-0665,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,20,2,1,Clear,0.9,103,29.4,37.7
TN-TRY-SRM-0666,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,16,1,0,Rain,0.7,57,33.6,5.8
TN-SETC-902X-0667,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,17,6,1,Rain,0.86,90,38.6,247.1
TN-SETC-801X-0668,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,13,2,0,Fog,0.53,47,16.6,208.4
TN-11G-0669,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,9,2,1,Clear,0.87,124,27.2,8.8
TN-SLM-ERD-0670,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,11,2,0,Clear,0.27,64,5.3,31.8
TN-CBE-OOTY-0671,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,13,1,0,Fog,0.4,30,11.1,43.1
TN-SLM-ERD-0672,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,11,2,0,Rain,0.44,61,31.2,32.6
TN-101A-0673,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,15,0,0,Clear,0.23,55,4.5,8.7
TN-570-0674,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,13,6,0,Rain,0.67,37,37.9,21.1
TN-MDU-RMS-0675,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,19,1,1,Fog,0.96,97,29.9,91.7
TN-TRY-401-0676,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,11,3,0,Rain,0.61,49,35.7,28.9
TN-101A-0677,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,22,4,0,Clear,0.31,70,9.0,8.8
TN-101A-0678,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,11,0,0,Clear,0.48,50,11.5,10.0
TN-SETC-108X-0679,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,8,3,1,Clear,0.7,87,23.2,77.9
TN-SETC-801X-0680,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,9,2,1,Clear,0.76,100,20.6,222.1
TN-SETC-902X-0681,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,6,0,0,Clear,0.49,74,16.5,222.3
TN-SLM-ERD-0682,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,12,2,0,Monsoon_Heavy,0.75,52,51.7,35.6
TN-570-0683,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,5,5,0,Rain,0.46,38,25.1,18.7
TN-SLM-301-0684,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,22,2,0,Monsoon_Heavy,0.71,42,48.4,22.9
TN-CBE-PLK-0685,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,19,2,1,Monsoon_Heavy,0.98,120,52.8,27.3
TN-SLM-301-0686,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,14,6,0,Clear,0.44,59,10.2,21.4
TN-MDU-RMS-0687,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,10,0,1,Monsoon_Heavy,0.98,124,53.5,92.0
TN-TRY-SRM-0688,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,17,1,1,Monsoon_Heavy,0.98,120,52.8,6.4
TN-MDU-KODAI-0689,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,15,0,0,Clear,0.44,34,10.6,61.1
